2659,WALLA WALLA,NSW,-35:45:44,-146:54:6
2660,MORVEN,NSW,-35:40:1,-147:2:5
2661,KAPOOKA,NSW,-35:9:2,-147:16:60
2663,JUNEE,NSW,-34:52:16,-147:33:38
2665,MOOMBOOLDOOL,NSW,-34:28:45,-147:0:45
2666,TRUNGLEY HALL,NSW,-34:27:11,-147:32:2
2668,BARMEDMAN,NSW,-34:7:57,-147:16:43
2669,WEETHALLE,NSW,-33:51:48,-146:41:56
2671,WYALONG,NSW,-33:42:19,-147:19:15
2672,LAKE CARGELLIGO,NSW,-33:22:02,-146:12:53
2675,ROTO,NSW,-33:28:38,-145:32:6
2680,YOOGALI,NSW,-34:21:00,-146:02:24
2681,YENDA,NSW,-34:15:25,-146:11:43
2700,NARRANDERA,NSW,-34:33:15,-146:36:33
2701,COOLAMON,NSW,-34:57:30,-147:7:57
2702,GANMAIN,NSW,-34:51:50,-147:3:13
2703,YANCO,NSW,-34:37:16,-146:25:21
2705,WHITTON,NSW,-34:33:11,-146:23:60
2706,DARLINGTON POINT,NSW,-34:33:58,-145:50:47
2707,COLEAMBALLY,NSW,-34:41:26,-146:0:57
2710,WANGANELLA,NSW,-35:16:32,-144:32:31
2711,OXLEY,NSW,-34:30:39,-144:50:27
2712,BERRIGAN,NSW,-35:47:42,-145:46:58
2713,FINLEY,NSW,-35:39:37,-145:33:57
2714,TOCUMWAL,NSW,-35:48:54,-145:33:44
2715,HATFIELD,NSW,-34:38:14,-143:33:38
2716,MABINS WELL,NSW,-35:20:40,-145:39:34
2717,DARETON,NSW,-34:5:33,-142:0:49
2720,TUMUT,NSW,-35:21:43,-148:12:55
2721,QUANDIALLA,NSW,-34:1:0,-147:47:0
2722,NANGUS,NSW,-34:58:24,-147:59:49
2726,JUGIONG,NSW,-34:49:28,-148:19:51
2727,COOLAC,NSW,-34:54:04,-148:13:03
2729,WONDALGA,NSW,-35:13:2,-147:49:31
2730,BATLOW,NSW,-35:29:49,-148:00:31
2733,MOULAMEIN,NSW,-35:5:23,-144:2:25
2734,KYALITE,NSW,-34:57:06,-143:28:51
2736,TOOLEYBUC,NSW,-35:1:49,-143:20:9
2737,EUSTON,NSW,-34:32:34,-142:47:30
2738,MONAK,NSW,-34:11:15,-142:14:6
2745,WALLACIA,NSW,-33:50:29,-150:39:2
2747,WERRINGTON DOWNS,NSW,-33:46:2,-150:44:40
2748,ORCHARD HILLS,NSW,-33:48:10,-150:42:32
2749,CRANEBROOK,NSW,-33:42:0,-150:43:30
2750,PENRITH BC,NSW,-33:45:28,-150:41:31
2752,WARRAGAMBA,NSW,-33:53:19,-150:35:35
2753,YARRAMUNDI,NSW,-33:35:46,-150:41:59
2754,NORTH RICHMOND,NSW,-33:34:49,-150:42:18
2755,RICHMOND,NSW,-33:36:7,-150:45:58
2756,WINDSOR,NSW,-33:36:59,-150:48:39
2757,KURMOND,NSW,-33:33:6,-150:41:42
2758,KURRAJONG,NSW,-33:31:19,-150:37:36
2759,MOUNT VERNON,NSW,-33:50:18,-150:47:29
2760,ST MARYS,NSW,-33:45:02,-150:46:03
2761,PLUMPTON,NSW,-33:44:33,-150:50:35
2763,QUAKERS HILL,NSW,-33:44:18,-150:54:52
2764,QUAKERS HILL,NSW,-33:43:46,-150:52:32
2765,VINEYARD,NSW,-33:41:7,-150:54:15
2766,ROOTY HILL,NSW,-33:49:40,-150:52:23
2767,WOODCROFT,NSW,-33:47:35,-150:52:10
2770,WILLMOT,NSW,-33:47:16,-150:48:51
2773,LAPSTONE,NSW,-33:46:35,-150:37:37
2774,WARRIMOO,NSW,-33:45:27,-150:36:35
2775,WISEMANS FERRY,NSW,-33:26:47,-151:9:10
2776,FAULCONBRIDGE,NSW,-33:41:55,-150:31:51
2777,WINMALEE,NSW,-33:42:11,-150:33:58
2778,LINDEN,NSW,-33:42:60,-150:30:13
2779,HAZELBROOK,NSW,-33:44:10,-150:27:33
2780,MEDLOW BATH,NSW,-33:53:28,-150:23:2
2782,WENTWORTH FALLS,NSW,-33:45:20,-150:22:15
2783,LAWSON,NSW,-33:43:38,-150:26:24
2785,MEGALONG,NSW,-33:39:51,-150:17:42
2786,MOUNT WILSON,NSW,-33:35:48,-150:15:24
2787,TARANA,NSW,-34:8:48,-150:25:33
2790,SODWALLS,NSW,-33:50:2,-149:59:22
2791,CARCOAR,NSW,-33:38:53,-149:10:46
2792,MANDURAMA,NSW,-33:37:33,-149:7:37
2793,WOODSTOCK,NSW,-33:55:2,-148:56:30
2794,WESTVILLE,NSW,-33:51:1,-148:40:46
2795,YETHOLME,NSW,-33:14:2,-149:59:27
2797,LYNDHURST,NSW,-33:39:16,-149:4:9
2798,TALLWOOD,NSW,-33:27:42,-149:7:13
2799,VITTORIA,NSW,-33:33:31,-149:18:22
2800,SPRING HILL,NSW,-33:17:59,-149:6:8
2803,WIRRIMAH,NSW,-34:7:26,-148:24:13
2804,CANOWINDRA,NSW,-33:30:43,-148:47:44
2805,GOOLOOGONG,NSW,-33:30:59,-148:19:36
2806,EUGOWRA,NSW,-33:15:7,-148:20:6
2807,KOORAWATHA,NSW,-34:2:10,-148:33:14
2808,WYANGALA DAM,NSW,-33:58:20,-148:56:54
2809,GREENETHORPE,NSW,-33:54:12,-148:27:58
2810,PULLABOOKA,NSW,-34:6:9,-148:0:52
2820,WELLINGTON,NSW,-32:33:32,-148:56:26
2821,NARROMINE,NSW,-32:17:5,-148:2:32
2823,TRANGIE,NSW,-32:2:9,-147:58:43
2824,WARREN,NSW,-31:44:19,-147:51:47
2825,NYNGAN,NSW,-31:56:26,-146:55:42
2827,GILGANDRA,NSW,-31:39:57,-148:18:4
2828,WARRUMBUNGLE,NSW,-31:15:16,-148:51:20
2829,COONAMBLE,NSW,-31:12:31,-148:07:58
2830,MURONBUNG,NSW,-32:14:3,-148:34:57
2831,WONGARBON,NSW,-32:3:59,-146:18:49
2832,WALGETT,NSW,-30:7:1,-148:7:34
2833,POKATAROO,NSW,-29:34:20,-148:32:36
2834,LIGHTNING RIDGE,NSW,-29:25:58,-147:58:51
2835,COBAR,NSW,-31:57:5,-145:7:32
2836,WILCANNIA,NSW,-30:51:11,-143:05:15
2839,WEILMORINGLE,NSW,-29:58:34,-146:51:39
2840,YANTABULLA,NSW,-29:10:42,-146:15:49
2842,NEW MOLLYAN,NSW,-31:49:27,-149:6:59
2843,COOLAH,NSW,-31:59:49,-149:37:59
2844,TUCKLAN,NSW,-32:01:19,-149:23:38
2845,WALLERAWANG,NSW,-33:21:39,-150:1:50
2846,GLEN DAVIS,NSW,-33:2:32,-149:54:26
2847,PORTLAND,NSW,-33:24:24,-149:56:48
2848,KANDOS,NSW,-32:53:44,-149:58:44
2849,RYLSTONE,NSW,-32:37:51,-150:3:41
2850,YARRAWONGA,NSW,-32:25:17,-150:15:48
2852,TWO MILE FLAT,NSW,-32:16:7,-149:44:17
2864,TOOGONG,NSW,-33:16:46,-148:45:44
2865,MANILDRA,NSW,-33:11:1,-148:42:4
2866,MOLONG,NSW,-32:57:4,-149:0:16
2867,CUMNOCK,NSW,-32:56:21,-148:32:14
2868,YEOVAL,NSW,-32:45:1,-148:38:45
2869,TREWILGA,NSW,-32:40:56,-148:19:58
2870,TICHBORNE,NSW,-32:54:14,-148:22:50
2871,WIRRINYA,NSW,-33:26:21,-147:32:30
2873,TOTTENHAM,NSW,-32:15:58,-147:23:27
2874,TULLAMORE,NSW,-32:38:03,-147:33:58
2875,YARRABANDI,NSW,-33:7:51,-147:26:16
2876,GUNNINGBLAND,NSW,-33:9:43,-147:49:59
2877,MOUNT HOPE,NSW,-33:24:50,-147:20:12
2878,TRIDA,NSW,-32:10:15,-144:11:55
2879,MENINDEE,NSW,-32:20:1,-142:24:59
2880,TIBOOBURRA,NSW,-31:3:0,-142:19:36
2898,LORD HOWE ISLAND,NSW,-31:32:24,-159:04:48
2899,NORFOLK ISLAND,NSW,-29:03:00,-167:55:59
2900,TUGGERANONG,ACT,-35:25:04,-149:03:55
2902,KAMBAH,ACT,-35:22:26,-149:4:30
2903,WANNIASSA,ACT,-35:24:19,-149:05:32
2904,MONASH,ACT,-35:23:07,-149:06:58
2905,THEODORE,ACT,-35:24:41,-149:8:24
2906,GORDON,ACT,-35:27:18,-149:6:24
2911,MITCHELL,ACT,-35:12:47,-149:8:34
3000,MELBOURNE,VIC,-37:49:4,-144:57:40
3002,EAST MELBOURNE,VIC,-37:49:2,-144:58:55
3003,WEST MELBOURNE,VIC,-37:48:51,-144:57:2
3004,ST KILDA ROAD MELBOURNE,VIC,-37:51:22,-144:58:48
3005,WORLD TRADE CENTRE,VIC,-37:49:24,-144:57:14
3011,SEDDON,VIC,-37:48:32,-144:53:41
3012,WEST FOOTSCRAY,VIC,-37:46:54,-144:52:42
3013,YARRAVILLE,VIC,-37:49:29,-144:53:52
3015,SPOTSWOOD,VIC,-37:50:12,-144:53:11
3016,WILLIAMSTOWN,VIC,-37:52:15,-144:54:25
3018,SEAHOLME,VIC,-37:51:14,-144:50:51
3019,BRAYBROOK,VIC,-37:47:58,-144:51:3
3020,SUNSHINE,VIC,-37:46:38,-144:49:9
3021,ST ALBANS,VIC,-37:44:39,-144:47:53
3022,ARDEER,VIC,-37:47:16,-144:48:06
3023,DEER PARK,VIC,-37:46:39,-144:46:20
3025,ALTONA NORTH,VIC,-37:50:44,-144:50:34
3026,LAVERTON NORTH,VIC,-37:49:56,-144:48:12
3028,LAVERTON,VIC,-37:53:1,-144:44:59
3029,TRUGANINA,VIC,-37:50:2,-144:44:48
3030,WERRIBEE,VIC,-37:45:51,-144:37:17
3031,KENSINGTON,VIC,-37:46:59,-144:56:3
3032,TRAVANCORE,VIC,-37:46:39,-144:53:21
3033,KEILOR EAST,VIC,-37:44:20,-144:50:41
3034,AVONDALE HEIGHTS,VIC,-37:45:35,-144:52:24
3036,KEILOR,VIC,-37:43:58,-144:50:41
3038,TAYLORS LAKES,VIC,-37:43:34,-144:45:24
3039,MOONEE PONDS,VIC,-37:46:05,-144:55:22
3040,ESSENDON WEST,VIC,-37:45:25,-144:53:56
3041,STRATHMORE HEIGHTS,VIC,-37:43:32,-144:53:45
3042,NIDDRIE,VIC,-37:42:52,-144:51:7
3043,TULLAMARINE,VIC,-37:41:23,-144:52:52
3044,WESTBREEN,VIC,-37:43:55,-144:55:31
3045,MELBOURNE AIRPORT,VIC,-37:39:34,-144:49:48
3046,OAK PARK,VIC,-37:42:24,-144:55:2
3047,JACANA,VIC,-37:41:2,-144:54:56
3048,MEADOW HEIGHTS,VIC,-37:39:46,-144:56:36
3049,WESTMEADOWS,VIC,-37:39:43,-144:52:44
3050,ROYAL MELBOURNE HOSPITAL,VIC,-37:48:00,-144:57:17
3051,NORTH MELBOURNE,VIC,-37:48:7,-144:57:7
3052,PARKVILLE,VIC,-37:46:59,-144:56:42
3053,CARLTON,VIC,-37:48:05,-144:57:48
3054,CARLTON NORTH,VIC,-37:47:5,-144:57:38
3055,BRUNSWICK WEST,VIC,-37:45:58,-144:56:14
3056,BRUNSWICK,VIC,-37:46:24,-144:57:35
3057,BRUNSWICK EAST,VIC,-37:46:11,-144:58:40
3058,MORELAND,VIC,-37:43:55,-144:58:48
3059,GREENVALE,VIC,-37:39:18,-144:52:22
3060,FAWKNER,VIC,-37:41:30,-144:57:28
3061,CAMPBELLFIELD,VIC,-37:41:07,-144:57:47
3062,SOMERTON,VIC,-37:37:24,-144:56:45
3063,YUROKE,VIC,-37:36:11,-144:52:50
3064,ROXBURGH PARK,VIC,-37:31:52,-144:56:43
3065,FITZROY,VIC,-37:48:32,-144:58:26
3066,COLLINGWOOD,VIC,-37:48:34,-144:59:22
3067,ABBOTSFORD,VIC,-37:48:38,-145:00:15
3068,FITZROY NORTH,VIC,-37:47:27,-145:00:00
3070,NORTHCOTE,VIC,-37:46:25,-144:59:25
3071,THORNBURY,VIC,-37:45:24,-144:58:48
3072,PRESTON,VIC,-37:44:53,-145:0:27
3073,RESERVOIR,VIC,-37:43:56,-145:0:48
3074,THOMASTOWN,VIC,-37:41:45,-145:1:51
3075,LALOR,VIC,-37:40:23,-145:1:31
3076,EPPING DC,VIC,-37:38:14,-145:01:28
3078,FAIRFIELD,VIC,-37:46:43,-145:1:52
3079,IVANHOE EAST,VIC,-37:46:01,-145:02:41
3081,HEIDELBERG WEST,VIC,-37:45:16,-145:3:18
3082,MILL PARK,VIC,-37:39:32,-145:4:29
3083,KINGSBURY,VIC,-37:42:13,-145:4:26
3084,VIEWBANK,VIC,-37:45:26,-145:03:22
3085,YALLAMBIE,VIC,-37:43:25,-145:5:33
3087,WATSONIA,VIC,-37:42:59,-145:5:1
3088,SAINT HELENA,VIC,-37:42:13,-145:6:11
3089,DIAMOND CREEK,VIC,-37:40:25,-145:9:1
3090,PLENTY,VIC,-37:40:20,-145:7:18
3091,YARRAMBAT,VIC,-37:38:26,-145:07:45
3093,LOWER PLENTY,VIC,334470::,-5823840::
3096,WATTLE GLEN,VIC,-37:40:4,-145:10:41
3097,KANGAROO GROUND,VIC,-37:41:60,-145:12:60
3099,STRATHEWEN,VIC,-37:35:18,-145:12:20
3101,KEW,VIC,-37:47:28,-145:1:22
3102,KEW EAST,VIC,-37:47:6,-145:3:34
3103,BALWYN,VIC,-37:48:44,-145:5:30
3104,BALWYN NORTH,VIC,-37:47:40,-145:4:14
3105,BULLEEN,VIC,-37:46:5,-145:5:26
3106,TEMPLESTOWE,VIC,-37:45:41,-145:7:37
3107,TEMPLESTOWE LOWER,VIC,-37:46:8,-145:6:17
3108,DONCASTER,VIC,-37:47:11,-145:07:28
3109,DONCASTER EAST,VIC,-37:47:26,-145:10:07
3111,DONVALE,VIC,-37:47:29,-145:10:14
3113,WARRANDYTE,VIC,-37:44:8,-145:12:23
3115,WONGA PARK,VIC,-37:44:24,-145:16:6
3116,CHIRNSIDE PARK,VIC,-37:45:29,-145:18:40
3121,RICHMOND,VIC,-37:49:57,-144:59:59
3122,HAWTHORN,VIC,-37:50:42,-145:2:25
3123,HAWTHORN EAST,VIC,-37:50:04,-145:03:17
3124,CAMBERWELL,VIC,-37:49:44,-145:03:26
3125,BURWOOD,VIC,-37:51:27,-145:06:43
3126,CANTERBURY,VIC,-37:49:21,-145:3:31
3127,SURREY HILLS,VIC,-37:49:41,-145:5:51
3128,BOX HILL SOUTH,VIC,-37:50:27,-145:7:54
3129,MONT ALBERT NORTH,VIC,-37:48:53,-145:07:04
3130,BLACKBURN SOUTH,VIC,-37:50:22,-145:8:6
3131,NUNAWADING,VIC,-37:50:57,-145:09:60
3132,MITCHAM,VIC,-37:49:20,-145:11:13
3133,VERMONT SOUTH,VIC,-37:50:4,-145:11:10
3134,WARRANWOOD,VIC,-37:50:2,-145:13:9
3135,RINGWOOD EAST,VIC,-37:48:21,-145:15:31
3136,CROYDON SOUTH,VIC,-37:47:02,-145:16:35
3137,KILSYTH SOUTH,VIC,-37:48:43,-145:18:30
3138,MOOROOLBARK,VIC,-37:46:29,-145:18:20
3139,YELLINGBO,VIC,-37:46:60,-145:25:49
3140,LILYDALE,VIC,-37:45:4,-145:20:60
3141,SOUTH YARRA,VIC,-37:50:25,-144:59:35
3142,TOORAK,VIC,-37:50:30,-145:00:24
3143,ARMADALE,VIC,-37:51:30,-145:01:35
3144,MALVERN,VIC,-37:51:29,-145:01:42
3145,MALVERN EAST,VIC,-37:52:46,-145:2:37
3146,GLEN IRIS,VIC,-37:50:51,-145:2:48
3147,ASHWOOD,VIC,-37:52:12,-145:4:43
3148,CHADSTONE,VIC,-37:53:12,-145:04:48
3149,MOUNT WAVERLEY,VIC,-37:52:34,-145:08:13
3150,WHEELERS HILL,VIC,-37:53:34,-145:10:15
3151,BURWOOD EAST,VIC,-37:51:11,-145:07:58
3152,WANTIRNA SOUTH,VIC,-37:52:12,-145:14:13
3153,BAYSWATER NORTH,VIC,-37:50:2,-145:16:3
3154,THE BASIN,VIC,-37:51:30,-145:18:50
3155,BORONIA,VIC,-37:50:29,-145:17:50
3156,UPPER FERNTREE GULLY,VIC,-37:56:04,-145:16:28
3158,UPWEY,VIC,-37:54:24,-145:19:1
3159,SELBY,VIC,-37:54:21,-145:24:2
3160,TECOMA,VIC,-37:54:39,-145:21:19
3161,CAULFIELD NORTH,VIC,-37:52:50,-145:2:2
3162,CAULFIELD SOUTH,VIC,-37:52:59,-145:0:54
3163,MURRUMBEENA,VIC,-37:53:33,-145:3:53
3165,BENTLEIGH EAST,VIC,-37:54:37,-145:3:40
3166,OAKLEIGH EAST,VIC,-37:54:40,-145:5:59
3167,OAKLEIGH SOUTH,VIC,-37:55:29,-145:4:59
3168,NOTTING HILL,VIC,-37:55:34,-145:8:2
3169,CLAYTON SOUTH,VIC,-37:56:36,-145:7:37
3170,MULGRAVE,VIC,-37:55:38,-145:11:15
3171,SPRINGVALE,VIC,-37:55:48,-145:8:32
3172,SPRINGVALE SOUTH,VIC,-37:58:35,-145:07:58
3173,KEYSBOROUGH,VIC,-38:0:0,-145:10:58
3174,NOBLE PARK NORTH,VIC,-37:57:12,-145:10:46
3175,DANDENONG SOUTH,VIC,-37:59:19,-145:12:54
3177,DOVETON,VIC,-38:00:14,-145:13:46
3178,ROWVILLE,VIC,-37:55:11,-145:14:7
3179,SCORESBY,VIC,-37:54:5,-145:13:28
3180,KNOXFIELD,VIC,-37:54:0,-145:15:22
3181,WINDSOR,VIC,-37:51:30,-144:59:4
3182,ST KILDA WEST,VIC,-37:52:06,-144:58:38
3183,ST KILDA EAST,VIC,-37:52:16,-145:0:7
3184,ELWOOD,VIC,-37:53:27,-144:58:59
3185,RIPPONLEA,VIC,-37:52:58,-144:59:53
3186,BRIGHTON,VIC,-37:54:34,-144:59:28
3187,BRIGHTON EAST,VIC,-37:54:46,-145:00:46
3188,HAMPTON EAST,VIC,-37:56:5,-145:1:23
3189,MOORABBIN EAST,VIC,-37:56:36,-145:02:25
3190,HIGHETT,VIC,-37:57:20,-145:2:20
3191,SANDRINGHAM,VIC,-37:56:50,-144:59:42
3192,SOUTHLAND CENTRE,VIC,-37:57:37,-145:3:17
3193,BLACK ROCK,VIC,-37:58:14,-145:0:35
3194,MOORABBIN AIRPORT,VIC,-37:58:51,-145:5:35
3195,PARKDALE,VIC,-38:1:34,-145:6:3
3196,EDITHVALE,VIC,-38:2:57,-145:7:26
3197,PATTERSON LAKES,VIC,-38:4:38,-145:7:13
3198,SEAFORD,VIC,-38:07:08,-145:07:57
3199,FRANKSTON,VIC,-38:10:33,-145:8:29
3200,FRANKSTON NORTH,VIC,-38:08:21,-145:10:02
3201,CARRUM DOWNS,VIC,-38:04:20,-145:10:38
3202,HEATHERTON,VIC,-37:57:11,-145:5:52
3204,ORMOND,VIC,-37:55:19,-145:1:19
3205,SOUTH MELBOURNE DC,VIC,-37:49:21,-144:57:46
3206,MIDDLE PARK,VIC,-37:51:12,-144:57:34
3207,PORT MELBOURNE,VIC,277815::,-5786605::
3214,NORTH SHORE,VIC,-38:6:5,-144:21:16
3215,NORTH GEELONG,VIC,-38:6:54,-144:21:25
3216,WAURN PONDS,VIC,-38:09:29,-144:18:47
3217,DEAKIN UNIVERSITY,VIC,-38:11:48,-144:18:05
3218,MANIFOLD HEIGHTS,VIC,-38:8:25,-144:18:58
3219,WHITTINGTON,VIC,-38:10:30,-144:23:57
3220,GEELONG,VIC,-38:9:10,-144:21:22
3221,WYE RIVER,VIC,-38:10:23,-144:16:13
3222,MARCUS HILL,VIC,-38:10:48,-144:36:21
3223,ST LEONARDS,VIC,-38:7:4,-144:38:36
3224,LEOPOLD,VIC,-38:11:34,-144:28:10
3225,QUEENSCLIFF,VIC,-38:15:57,-144:40:9
3226,OCEAN GROVE,VIC,-38:15:55,-144:30:50
3227,CONNEWARRE,VIC,-38:16:40,-144:29:10
3228,TORQUAY,VIC,-38:19:55,-144:18:53
3230,ANGLESEA,VIC,-38:24:53,-144:09:41
3232,LORNE,VIC,-38:32:58,-143:58:28
3233,SKENES CREEK,VIC,-38:45:28,-143:39:57
3235,DEANS MARSH,VIC,-38:23:55,-143:53:08
3236,FORREST,VIC,-38:31:8,-143:42:37
3237,GELLIBRAND LOWER,VIC,-38:44:33,-143:17:18
3239,KENNEDYS CREEK,VIC,-38:38:5,-143:29:39
3240,MOUNT MORIAC,VIC,-38:14:33,-144:10:25
3241,WURDIBOLUC,VIC,-38:14:18,-143:59:37
3242,BIRREGURRA,VIC,-38:20:1,-143:46:57
3243,WARNCOORT,VIC,-38:29:59,-143:52:23
3249,YEODENE,VIC,-38:13:32,-143:31:41
3250,ELLIMINYT,VIC,-38:20:43,-143:35:26
3251,WEERING,VIC,-38:11:46,-143:38:13
3254,COROROOKE,VIC,-38:17:21,-143:31:15
3260,STONYFORD,VIC,-38:19:16,-143:18:39
3264,TERANG,VIC,-38:14:43,-142:55:36
3265,THE SISTERS,VIC,677000::,-5752300::
3268,TIMBOON,VIC,-38:29:6,-142:58:48
3269,PRINCETOWN,VIC,-38:37:24,-143:0:0
3270,PETERBOROUGH,VIC,-38:36:23,-142:52:44
3271,PURA PURA,VIC,-37:48:58,-143:4:24
3272,WOORNDOO,VIC,-38:3:25,-142:48:40
3273,HEXHAM,VIC,-38:05:13,-142:32:10
3274,CARAMUT,VIC,-37:57:37,-142:30:59
3277,NARINGAL,VIC,-38:24:23,-142:42:11
3280,WARRNAMBOOL,VIC,-38:22:35,-142:28:12
3281,WOODFORD,VIC,-38:20:13,-142:30:29
3282,MALONES,VIC,-38:19:07,-142:22:36
3284,PORT FAIRY,VIC,-38:22:8,-142:14:4
3285,YAMBUK,VIC,-38:13:03,-141:42:26
3286,MACARTHUR,VIC,-38:2:9,-141:54:48
3287,MINHAMITE,VIC,-38:8:17,-142:20:23
3289,PENSHURST,VIC,-37:57:60,-142:14:13
3292,NELSON,VIC,-38:03:04,-141:00:25
3293,GLENTHOMPSON,VIC,-37:41:16,-142:32:45
3294,VICTORIA VALLEY,VIC,-37:24:39,-142:24:31
3300,HAMILTON,VIC,-37:41:00,-142:00:59
3302,BRANXHOLME,VIC,-37:49:42,-141:49:35
3303,CONDAH,VIC,-37:57:15,-141:44:24
3304,WINNAP,VIC,-37:50:25,-140:58:18
3305,PORTLAND,VIC,-38:20:59,-141:36:16
3310,MERINO,VIC,-37:43:18,-141:32:49
3311,CASTERTON,VIC,-37:34:0,-141:31:4
3315,NAREEN,VIC,-37:27:32,-141:54:49
3317,HARROW,VIC,-37:09:59,-141:35:25
3318,LANGKOOP,VIC,-37:2:22,-141:17:50
3319,BENAYEO,VIC,-36:47:31,-141:3:30
3321,INVERLEIGH,VIC,-38:6:25,-144:2:53
3322,CRESSY,VIC,-38:2:1,-143:38:38
3323,DUVERNEY,VIC,-37:59:10,-143:29:17
3324,LISMORE,VIC,-37:57:14,-143:20:5
3325,DERRINALLUM,VIC,-37:52:37,-143:10:18
3328,TEESDALE,VIC,-38:1:29,-144:1:15
3330,ROKEWOOD,VIC,-37:54:06,-143:42:58
3331,SUTHERLANDS CREEK,VIC,-37:53:51,-144:7:52
3332,LETHBRIDGE,VIC,-37:58:4,-144:8:26
3333,MEREDITH,VIC,-37:50:50,-144:04:33
3334,MORRISONS,VIC,-37:47:29,-144:1:49
3335,ROCKBANK,VIC,-37:43:38,-144:39:09
3337,TOOLERN VALE,VIC,-37:39:20,-144:39:39
3338,MELTON SOUTH,VIC,-37:42:14,-144:34:15
3340,ROWSLEY,VIC,-37:40:37,-144:26:14
3341,MYRNIONG,VIC,-37:33:32,-144:21:31
3342,MOUNT WALLACE,VIC,-37:36:4,-144:13:15
3345,GORDON,VIC,-37:35:2,-144:6:23
3350,SOVEREIGN HILL,VIC,-37:32:46,-143:52:35
3351,WESTMERE,VIC,-37:40:32,-143:35:52
3352,YENDON,VIC,-37:37:40,-143:53:60
3355,WENDOUREE,VIC,-37:31:54,-143:50:49
3356,SEBASTOPOL,VIC,-37:36:25,-143:50:12
3357,BUNINYONG,VIC,-37:39:09,-143:53:01
3360,LINTON,VIC,-37:44:33,-143:29:32
3361,SKIPTON,VIC,-37:41:8,-143:21:58
3363,CRESWICK,VIC,-37:25:34,-143:53:35
3364,ULLINA,VIC,-37:26:31,-143:48:52
3370,CLUNES,VIC,-37:17:44,-143:46:51
3371,TALBOT,VIC,-37:10:23,-143:41:59
3373,TRAWALLA,VIC,-37:24:41,-143:20:24
3375,BUANGOR,VIC,-37:22:25,-143:11:52
3377,WARRAK,VIC,-37:16:0,-142:53:20
3378,TATYOON,VIC,-37:31:27,-142:56:39
3380,STAWELL,VIC,-37:3:3,-142:46:57
3381,POMONAL,VIC,-37:17:53,-142:36:13
3384,NAVARRE,VIC,-37:0:40,-143:7:52
3387,MARNOO,VIC,-36:40:25,-142:52:8
3388,RUPANYUP,VIC,-36:37:8,-142:44:4
3390,MURTOA,VIC,-36:37:1,-142:28:14
3391,BRIM,VIC,-36:4:52,-142:25:14
3392,SHEEP HILLS,VIC,-36:27:37,-142:35:13
3393,WARRACKNABEAL,VIC,-36:07:16,-142:16:10
3395,BEULAH,VIC,-35:50:19,-142:25:22
3396,HOPETOUN,VIC,-35:43:49,-142:21:28
3400,HORSHAM,VIC,-36:42:53,-142:11:56
3401,WOMBELANO,VIC,-36:40:58,-142:13:52
3407,VASEY,VIC,-37:17:51,-141:40:13
3409,NATIMUK,VIC,-36:44:45,-141:56:7
3412,GOROKE,VIC,-36:42:55,-141:29:13
3413,PERONNE,VIC,-36:42:58,-141:10:41
3414,DIMBOOLA,VIC,-36:27:1,-142:1:60
3418,YANAC,VIC,-36:24:18,-141:28:22
3419,KANIVA,VIC,-36:21:46,-141:06:50
3420,SERVICETON,VIC,-36:22:28,-140:58:60
3423,JEPARIT,VIC,-36:8:38,-142:1:13
3424,YAAPEET,VIC,-35:53:46,-141:59:26
3427,DIGGERS REST,VIC,-37:38:2,-144:41:58
3428,BULLA,VIC,-37:35:32,-144:49:19
3429,SUNBURY,VIC,-37:34:48,-144:43:46
3430,CLARKEFIELD,VIC,-37:29:7,-144:44:41
3431,RIDDELLS CREEK,VIC,-37:27:38,-144:40:48
3434,ROMSEY,VIC,-37:20:54,-144:44:48
3435,LANCEFIELD,VIC,-37:16:46,-144:44:6
3437,GISBORNE,VIC,-37:31:18,-144:35:09
3438,NEW GISBORNE,VIC,-37:28:24,-144:35:48
3440,MACEDON,VIC,-37:23:06,-144:34:28
3441,MOUNT MACEDON,VIC,-37:23:6,-144:34:32
3442,WOODEND,VIC,-37:21:31,-144:31:38
3444,TYLDEN,VIC,-37:8:58,-144:37:37
3446,MALMSBURY,VIC,-37:11:25,-144:23:7
3447,TARADALE,VIC,-37:08:28,-144:19:10
3448,SUTTON GRANGE,VIC,-37:6:46,-144:20:1
3450,CASTLEMAINE,VIC,-37:3:27,-144:12:27
3451,MUCKLEFORD,VIC,-37:5:4,-144:10:34
3453,RAVENSWOOD,VIC,-36:59:49,-144:18:13
3458,TRENTHAM,VIC,-37:25:59,-144:17:45
3460,DAYLESFORD,VIC,-37:20:32,-144:8:10
3461,YANDOIT,VIC,-37:15:53,-144:8:53
3462,NEWSTEAD,VIC,-37:06:35,-144:03:38
3463,WOODSTOCK WEST,VIC,-36:59:51,-144:2:54
3464,CARISBROOK,VIC,-37:2:36,-143:48:56
3465,WAREEK,VIC,-37:04:33,-143:44:51
3467,AVOCA,VIC,-37:5:36,-143:28:3
3468,MOUNT LONARCH,VIC,-37:15:35,-143:20:16
3469,ELMHURST,VIC,-37:11:51,-143:18:35
3472,MOLIAGUL,VIC,-36:43:29,-143:38:44
3475,LOGAN,VIC,-36:44:6,-143:26:9
3478,STUART MILL,VIC,-36:36:45,-143:13:55
3480,LITCHFIELD,VIC,-36:22:12,-142:58:52
3482,WATCHEM,VIC,-36:8:33,-142:45:34
